Comp,Event,Date,Time,Inst,Ptimepick,Stimepick
manual,63,26/12/2023,04:40:06,9,,
manual,63,26/12/2023,04:40:06,10,,
manual,84,27/12/2023,00:10:03,1,14.4,17.61
manual,84,27/12/2023,00:10:03,2,14.36,17.47
manual,84,27/12/2023,00:10:03,3,,
manual,84,27/12/2023,00:10:03,4,,
manual,84,27/12/2023,00:10:03,5,12.33,14.06
manual,84,27/12/2023,00:10:03,6,12.24,13.9
manual,84,27/12/2023,00:10:03,7,12.53,14.38
manual,84,27/12/2023,00:10:03,8,12.45,14.25
manual,84,27/12/2023,00:10:03,9,13.32,15.73
manual,84,27/12/2023,00:10:03,10,13.26,15.63
manual,108,28/12/2023,15:55:45,1,13.77,16.45
manual,108,28/12/2023,15:55:45,2,13.76,16.42
manual,108,28/12/2023,15:55:45,3,12.49,14.25
manual,108,28/12/2023,15:55:45,4,12.43,14.19
manual,108,28/12/2023,15:55:45,5,13.81,16.48
manual,108,28/12/2023,15:55:45,6,13.72,16.37
manual,108,28/12/2023,15:55:45,7,13.79,16.6
manual,108,28/12/2023,15:55:45,8,13.75,16.49
manual,108,28/12/2023,15:55:45,9,13.12,15.82
manual,108,28/12/2023,15:55:45,10,13.19,15.75
manual,97,29/12/2023,10:16:38,1,12.42,14.19
manual,97,29/12/2023,10:16:38,2,12.36,14.07
manual,97,29/12/2023,10:16:38,3,,
manual,97,29/12/2023,10:16:38,4,,
manual,97,29/12/2023,10:16:38,5,13.68,16.41
manual,97,29/12/2023,10:16:38,6,13.55,16.22
manual,97,29/12/2023,10:16:38,7,,14.14
manual,97,29/12/2023,10:16:38,8,,14.04
manual,97,29/12/2023,10:16:38,9,,
manual,97,29/12/2023,10:16:38,10,12.03,13.46
manual,107,29/12/2023,15:27:34,1,20.88,25.84
manual,107,29/12/2023,15:27:34,2,20.81,25.81
manual,107,29/12/2023,15:27:34,3,15.39,16.66
manual,107,29/12/2023,15:27:34,4,15.33,16.58
manual,107,29/12/2023,15:27:34,5,19.31,23.4
manual,107,29/12/2023,15:27:34,6,19.25,23.32
manual,107,29/12/2023,15:27:34,7,20.4,25.17
manual,107,29/12/2023,15:27:34,8,20.16,25.07
manual,107,29/12/2023,15:27:34,9,,25.07
manual,107,29/12/2023,15:27:34,10,,24.99
manual,61,30/12/2023,10:08:54,1,16.87,21.84
manual,61,30/12/2023,10:08:54,2,16.83,21.74
manual,61,30/12/2023,10:08:54,3,16.58,21.53
manual,61,30/12/2023,10:08:54,4,16.53,21.43
manual,61,30/12/2023,10:08:54,5,13.35,15.86
manual,61,30/12/2023,10:08:54,6,13.25,15.67
manual,61,30/12/2023,10:08:54,7,15.05,18.66
manual,61,30/12/2023,10:08:54,8,14.98,18.59
manual,61,30/12/2023,10:08:54,9,15.7,19.96
manual,61,30/12/2023,10:08:54,10,15.67,19.82
manual,52,31/12/2023,02:17:29,1,14.41,17.74
manual,52,31/12/2023,02:17:29,2,14.46,17.64
manual,52,31/12/2023,02:17:29,3,,
manual,52,31/12/2023,02:17:29,4,,
manual,52,31/12/2023,02:17:29,5,11.74,12.94
manual,52,31/12/2023,02:17:29,6,11.62,12.75
manual,52,31/12/2023,02:17:29,7,12.68,14.64
manual,52,31/12/2023,02:17:29,8,12.58,14.49
manual,52,31/12/2023,02:17:29,9,,15.8
manual,52,31/12/2023,02:17:29,10,13.31,15.73
manual,93,31/12/2023,10:07:10,1,18.72,25.11
manual,93,31/12/2023,10:07:10,2,18.69,25.05
manual,93,31/12/2023,10:07:10,3,18.08,23.93
manual,93,31/12/2023,10:07:10,4,17.99,23.87
manual,93,31/12/2023,10:07:10,5,14.86,18.67
manual,93,31/12/2023,10:07:10,6,14.8,18.43
manual,93,31/12/2023,10:07:10,7,16.76,21.76
manual,93,31/12/2023,10:07:10,8,16.7,21.64
manual,93,31/12/2023,10:07:10,9,17.55,23.09
manual,93,31/12/2023,10:07:10,10,17.49,23.03
artificial,14,06/11/2023,01:42:50,1,12.74,15.03
artificial,14,06/11/2023,01:42:50,2,12.75,14.96
artificial,14,06/11/2023,01:42:50,3,,
artificial,14,06/11/2023,01:42:50,4,,
artificial,14,06/11/2023,01:42:50,5,,
artificial,14,06/11/2023,01:42:50,6,14.11,
artificial,14,06/11/2023,01:42:50,7,12.06,13.76
artificial,14,06/11/2023,01:42:50,8,12.06,13.76
artificial,14,06/11/2023,01:42:50,9,,
artificial,14,06/11/2023,01:42:50,10,12.3,14.22
artificial,20,06/11/2023,01:45:00,1,12.8,15.29
artificial,20,06/11/2023,01:45:00,2,12.81,15.09
artificial,20,06/11/2023,01:45:00,3,,
artificial,20,06/11/2023,01:45:00,4,,
artificial,20,06/11/2023,01:45:00,5,,
artificial,20,06/11/2023,01:45:00,6,14.15,
artificial,20,06/11/2023,01:45:00,7,12.11,13.92
artificial,20,06/11/2023,01:45:00,8,12.09,13.84
artificial,20,06/11/2023,01:45:00,9,12.43,
artificial,20,06/11/2023,01:45:00,10,12.29,14.47
artificial,7,13/11/2023,00:52:04,1,12.78,15.06
artificial,7,13/11/2023,00:52:04,2,12.77,14.98
artificial,7,13/11/2023,00:52:04,3,,
artificial,7,13/11/2023,00:52:04,4,,
artificial,7,13/11/2023,00:52:04,5,,
artificial,7,13/11/2023,00:52:04,6,14.09,
artificial,7,13/11/2023,00:52:04,7,12.01,13.78
artificial,7,13/11/2023,00:52:04,8,11.98,13.72
artificial,7,13/11/2023,00:52:04,9,12.34,
artificial,7,13/11/2023,00:52:04,10,12.27,
artificial,3,15/11/2023,04:05:21,1,13.76,15.93
artificial,3,15/11/2023,04:05:21,2,13.73,15.97
artificial,3,15/11/2023,04:05:21,3,,
artificial,3,15/11/2023,04:05:21,4,,
artificial,3,15/11/2023,04:05:21,5,,
artificial,3,15/11/2023,04:05:21,6,,
artificial,3,15/11/2023,04:05:21,7,12.98,14.68
artificial,3,15/11/2023,04:05:21,8,12.97,14.62
artificial,3,15/11/2023,04:05:21,9,12.17,
artificial,3,15/11/2023,04:05:21,10,12.24,
artificial,4,15/11/2023,04:07:46,1,12.78,15.02
artificial,4,15/11/2023,04:07:46,2,12.78,14.97
artificial,4,15/11/2023,04:07:46,3,,
artificial,4,15/11/2023,04:07:46,4,,
artificial,4,15/11/2023,04:07:46,5,,
artificial,4,15/11/2023,04:07:46,6,14.07,
artificial,4,15/11/2023,04:07:46,7,12.05,13.83
artificial,4,15/11/2023,04:07:46,8,12.03,13.87
artificial,4,15/11/2023,04:07:46,9,,
artificial,4,15/11/2023,04:07:46,10,12.25,
artificial,10,18/11/2023,01:18:16,1,12.88,15.12
artificial,10,18/11/2023,01:18:16,2,12.85,15.17
artificial,10,18/11/2023,01:18:16,3,,
artificial,10,18/11/2023,01:18:16,4,,
artificial,10,18/11/2023,01:18:16,5,,
artificial,10,18/11/2023,01:18:16,6,14.29,
artificial,10,18/11/2023,01:18:16,7,12.19,14.12
artificial,10,18/11/2023,01:18:16,8,12.1,13.74
artificial,10,18/11/2023,01:18:16,9,12.38,
artificial,10,18/11/2023,01:18:16,10,12.31,
artificial,18,18/11/2023,01:22:05,1,12.83,15.05
artificial,18,18/11/2023,01:22:05,2,12.8,14.99
artificial,18,18/11/2023,01:22:05,3,,
artificial,18,18/11/2023,01:22:05,4,,
artificial,18,18/11/2023,01:22:05,5,14.19,
artificial,18,18/11/2023,01:22:05,6,14.16,
artificial,18,18/11/2023,01:22:05,7,12.15,14.17
artificial,18,18/11/2023,01:22:05,8,12.11,
artificial,18,18/11/2023,01:22:05,9,,
artificial,18,18/11/2023,01:22:05,10,12.27,14.18
artificial,17,21/11/2023,02:08:19,1,12.99,15.43
artificial,17,21/11/2023,02:08:19,2,12.93,15.27
artificial,17,21/11/2023,02:08:19,3,,
artificial,17,21/11/2023,02:08:19,4,,
artificial,17,21/11/2023,02:08:19,5,,
artificial,17,21/11/2023,02:08:19,6,14.31,
artificial,17,21/11/2023,02:08:19,7,12.42,14.22
artificial,17,21/11/2023,02:08:19,8,12.24,13.92
artificial,17,21/11/2023,02:08:19,9,12.48,
artificial,17,21/11/2023,02:08:19,10,12.44,
artificial,21,24/11/2023,02:08:25,1,12.69,15.05
artificial,21,24/11/2023,02:08:25,2,12.79,14.98
artificial,21,24/11/2023,02:08:25,3,,
artificial,21,24/11/2023,02:08:25,4,,
artificial,21,24/11/2023,02:08:25,5,,
artificial,21,24/11/2023,02:08:25,6,14.1,
artificial,21,24/11/2023,02:08:25,7,,14.04
artificial,21,24/11/2023,02:08:25,8,11.8,13.76
artificial,21,24/11/2023,02:08:25,9,,
artificial,21,24/11/2023,02:08:25,10,,
artificial,2,01/12/2023,03:01:07,1,12.87,15.14
artificial,2,01/12/2023,03:01:07,2,12.89,15.05
artificial,2,01/12/2023,03:01:07,3,,
artificial,2,01/12/2023,03:01:07,4,,
artificial,2,01/12/2023,03:01:07,5,14.11,
artificial,2,01/12/2023,03:01:07,6,14.12,
artificial,2,01/12/2023,03:01:07,7,12.14,14.15
artificial,2,01/12/2023,03:01:07,8,12.12,13.95
artificial,2,01/12/2023,03:01:07,9,,
artificial,2,01/12/2023,03:01:07,10,12.37,14.63
artificial,19,05/12/2023,00:59:07,1,12.49,
artificial,19,05/12/2023,00:59:07,2,12.47,14.75
artificial,19,05/12/2023,00:59:07,3,,
artificial,19,05/12/2023,00:59:07,4,,
artificial,19,05/12/2023,00:59:07,5,,
artificial,19,05/12/2023,00:59:07,6,13.87,
artificial,19,05/12/2023,00:59:07,7,11.83,
artificial,19,05/12/2023,00:59:07,8,11.79,13.35
artificial,19,05/12/2023,00:59:07,9,12.13,
artificial,19,05/12/2023,00:59:07,10,12.04,
artificial,9,08/12/2023,01:14:14,1,12.61,
artificial,9,08/12/2023,01:14:14,2,12.56,14.78
artificial,9,08/12/2023,01:14:14,3,,
artificial,9,08/12/2023,01:14:14,4,,
artificial,9,08/12/2023,01:14:14,5,13.89,
artificial,9,08/12/2023,01:14:14,6,13.89,
artificial,9,08/12/2023,01:14:14,7,11.86,13.55
artificial,9,08/12/2023,01:14:14,8,11.91,13.47
artificial,9,08/12/2023,01:14:14,9,,
artificial,12,12/12/2023,03:22:05,1,12.79,15.05
artificial,12,12/12/2023,03:22:05,2,12.77,15.01
artificial,12,12/12/2023,03:22:05,3,,
artificial,12,12/12/2023,03:22:05,4,,
artificial,12,12/12/2023,03:22:05,5,,
artificial,12,12/12/2023,03:22:05,6,14.26,
artificial,12,12/12/2023,03:22:05,7,12.29,14.1
artificial,12,12/12/2023,03:22:05,8,12.26,14.03
artificial,12,12/12/2023,03:22:05,9,,14.45
artificial,12,12/12/2023,03:22:05,10,12.39,14.35
artificial,16,12/12/2023,03:33:45,1,12.67,14.82
artificial,16,12/12/2023,03:33:45,2,12.64,14.82
artificial,16,12/12/2023,03:33:45,3,,
artificial,16,12/12/2023,03:33:45,4,,
artificial,16,12/12/2023,03:33:45,5,,
artificial,16,12/12/2023,03:33:45,6,14.07,
artificial,16,12/12/2023,03:33:45,7,12.04,13.73
artificial,16,12/12/2023,03:33:45,8,11.98,13.62
artificial,16,12/12/2023,03:33:45,9,,
artificial,16,12/12/2023,03:33:45,10,,
artificial,5,15/12/2023,02:27:35,1,13.21,15.44
artificial,5,15/12/2023,02:27:35,2,13.17,15.39
artificial,5,15/12/2023,02:27:35,3,,
artificial,5,15/12/2023,02:27:35,4,,
artificial,5,15/12/2023,02:27:35,5,,
artificial,5,15/12/2023,02:27:35,6,,
artificial,5,15/12/2023,02:27:35,7,12.56,14.24
artificial,5,15/12/2023,02:27:35,8,12.39,14.11
artificial,5,15/12/2023,02:27:35,9,,
artificial,5,15/12/2023,02:27:35,10,,
artificial,15,19/12/2023,03:08:47,1,12.65,14.88
artificial,15,19/12/2023,03:08:47,2,12.65,14.81
artificial,15,19/12/2023,03:08:47,3,,
artificial,15,19/12/2023,03:08:47,4,,
artificial,15,19/12/2023,03:08:47,5,14.02,
artificial,15,19/12/2023,03:08:47,6,14.03,
artificial,15,19/12/2023,03:08:47,7,11.96,13.64
artificial,15,19/12/2023,03:08:47,8,11.93,13.58
artificial,15,19/12/2023,03:08:47,9,12.21,
artificial,15,19/12/2023,03:08:47,10,12.16,14.25
artificial,11,19/12/2023,03:39:18,1,12.44,14.61
artificial,11,19/12/2023,03:39:18,2,12.37,14.49
artificial,11,19/12/2023,03:39:18,3,,
artificial,11,19/12/2023,03:39:18,4,,
artificial,11,19/12/2023,03:39:18,5,14.01,
artificial,11,19/12/2023,03:39:18,6,13.95,17.19
artificial,11,19/12/2023,03:39:18,7,11.9,13.63
artificial,11,19/12/2023,03:39:18,8,11.87,13.6
artificial,11,19/12/2023,03:39:18,9,,
artificial,11,19/12/2023,03:39:18,10,12.12,13.91
artificial,8,20/12/2023,03:16:20,1,12.63,14.82
artificial,8,20/12/2023,03:16:20,2,12.6,14.77
artificial,8,20/12/2023,03:16:20,3,,
artificial,8,20/12/2023,03:16:20,4,,
artificial,8,20/12/2023,03:16:20,5,14.22,
artificial,8,20/12/2023,03:16:20,6,14.15,
artificial,8,20/12/2023,03:16:20,7,12.11,13.92
artificial,8,20/12/2023,03:16:20,8,12.11,13.89
artificial,8,20/12/2023,03:16:20,9,,14.27
artificial,8,20/12/2023,03:16:20,10,12.24,14.22
artificial,13,22/12/2023,00:59:15,1,13.05,
artificial,13,22/12/2023,00:59:15,2,13.06,15.24
artificial,13,22/12/2023,00:59:15,3,,
artificial,13,22/12/2023,00:59:15,4,,
artificial,13,22/12/2023,00:59:15,5,,
artificial,13,22/12/2023,00:59:15,6,14.36,
artificial,13,22/12/2023,00:59:15,7,12.64,14.39
artificial,13,22/12/2023,00:59:15,8,12.36,14.02
artificial,13,22/12/2023,00:59:15,9,,
artificial,13,22/12/2023,00:59:15,10,12.58,14.63
artificial,6,26/12/2023,01:33:28,1,12.88,15.05
artificial,6,26/12/2023,01:33:28,2,12.84,15.01
artificial,6,26/12/2023,01:33:28,3,,
artificial,6,26/12/2023,01:33:28,4,,
artificial,6,26/12/2023,01:33:28,5,14.36,
artificial,6,26/12/2023,01:33:28,6,14.04,
artificial,6,26/12/2023,01:33:28,7,12.14,13.85
artificial,6,26/12/2023,01:33:28,8,12.1,13.77
artificial,6,26/12/2023,01:33:28,9,,
artificial,6,26/12/2023,01:33:28,10,12.34,14.2
artificial,1,29/12/2023,01:39:18,1,12.73,15.25
artificial,1,29/12/2023,01:39:18,2,12.7,15.21
artificial,1,29/12/2023,01:39:18,3,,
artificial,1,29/12/2023,01:39:18,4,,
artificial,1,29/12/2023,01:39:18,5,,
artificial,1,29/12/2023,01:39:18,6,14.07,
artificial,1,29/12/2023,01:39:18,7,12.09,13.96
artificial,1,29/12/2023,01:39:18,8,12.0,
artificial,1,29/12/2023,01:39:18,9,12.14,
artificial,1,29/12/2023,01:39:18,10,12.18,
eqnet,65,01/10/2023,00:23:05,1,,
eqnet,65,01/10/2023,00:23:05,2,,
eqnet,65,01/10/2023,00:23:05,3,,
eqnet,65,01/10/2023,00:23:05,4,,
eqnet,65,01/10/2023,00:23:05,5,11.95,13.26
eqnet,65,01/10/2023,00:23:05,6,11.84,13.06
eqnet,65,01/10/2023,00:23:05,7,13.16,15.44
eqnet,65,01/10/2023,00:23:05,8,12.62,15.26
eqnet,65,01/10/2023,00:23:05,9,,16.5
eqnet,65,01/10/2023,00:23:05,10,,16.42
eqnet,203,01/10/2023,02:43:06,1,,
eqnet,203,01/10/2023,02:43:06,2,,
eqnet,203,01/10/2023,02:43:06,3,,
eqnet,203,01/10/2023,02:43:06,4,,
eqnet,203,01/10/2023,02:43:06,5,11.59,12.75
eqnet,203,01/10/2023,02:43:06,6,11.49,12.58
eqnet,203,01/10/2023,02:43:06,7,13.39,15.85
eqnet,203,01/10/2023,02:43:06,8,13.27,15.79
eqnet,203,01/10/2023,02:43:06,9,,
eqnet,203,01/10/2023,02:43:06,10,,
eqnet,167,01/10/2023,15:13:18,1,,18.29
eqnet,167,01/10/2023,15:13:18,2,14.72,18.04
eqnet,167,01/10/2023,15:13:18,3,,
eqnet,167,01/10/2023,15:13:18,4,,
eqnet,167,01/10/2023,15:13:18,5,11.78,13.08
eqnet,167,01/10/2023,15:13:18,6,11.67,12.89
eqnet,167,01/10/2023,15:13:18,7,13.03,15.25
eqnet,167,01/10/2023,15:13:18,8,12.95,15.09
eqnet,167,01/10/2023,15:13:18,9,,16.33
eqnet,167,01/10/2023,15:13:18,10,,16.23
eqnet,232,01/10/2023,23:08:44,1,,21.58
eqnet,232,01/10/2023,23:08:44,2,,21.51
eqnet,232,01/10/2023,23:08:44,3,,
eqnet,232,01/10/2023,23:08:44,4,,
eqnet,232,01/10/2023,23:08:44,5,13.39,15.85
eqnet,232,01/10/2023,23:08:44,6,13.29,15.7
eqnet,232,01/10/2023,23:08:44,7,14.85,18.49
eqnet,232,01/10/2023,23:08:44,8,14.84,18.36
eqnet,232,01/10/2023,23:08:44,9,,19.7
eqnet,232,01/10/2023,23:08:44,10,,19.66
eqnet,26,03/10/2023,02:14:05,1,,18.31
eqnet,26,03/10/2023,02:14:05,2,14.76,18.18
eqnet,26,03/10/2023,02:14:05,3,,
eqnet,26,03/10/2023,02:14:05,4,,
eqnet,26,03/10/2023,02:14:05,5,11.8,13.11
eqnet,26,03/10/2023,02:14:05,6,11.68,12.92
eqnet,26,03/10/2023,02:14:05,7,13.04,15.27
eqnet,26,03/10/2023,02:14:05,9,,16.35
eqnet,26,03/10/2023,02:14:05,10,,16.26
eqnet,158,03/10/2023,14:49:33,1,,15.58
eqnet,158,03/10/2023,14:49:33,2,13.19,15.5
eqnet,158,03/10/2023,14:49:33,3,,
eqnet,158,03/10/2023,14:49:33,4,,
eqnet,158,03/10/2023,14:49:33,5,11.8,13.16
eqnet,158,03/10/2023,14:49:33,6,11.72,13.0
eqnet,158,03/10/2023,14:49:33,7,11.9,13.06
eqnet,158,03/10/2023,14:49:33,9,,13.73
eqnet,158,03/10/2023,14:49:33,10,,13.63
eqnet,41,04/10/2023,01:00:28,1,12.89,15.1
eqnet,41,04/10/2023,01:00:28,2,12.87,15.06
eqnet,41,04/10/2023,01:00:28,3,,
eqnet,41,04/10/2023,01:00:28,4,,
eqnet,41,04/10/2023,01:00:28,5,,
eqnet,41,04/10/2023,01:00:28,6,14.08,
eqnet,41,04/10/2023,01:00:28,7,11.82,13.91
eqnet,41,04/10/2023,01:00:28,9,,
eqnet,41,04/10/2023,01:00:28,10,12.4,14.31
eqnet,131,04/10/2023,03:08:34,1,12.63,14.92
eqnet,131,04/10/2023,03:08:34,2,12.56,14.71
eqnet,131,04/10/2023,03:08:34,3,,
eqnet,131,04/10/2023,03:08:34,4,,
eqnet,131,04/10/2023,03:08:34,5,,
eqnet,131,04/10/2023,03:08:34,6,14.12,17.47
eqnet,131,04/10/2023,03:08:34,7,12.08,13.95
eqnet,131,04/10/2023,03:08:34,8,12.05,13.83
eqnet,131,04/10/2023,03:08:34,9,,
eqnet,131,04/10/2023,03:08:34,10,12.26,14.1
eqnet,111,04/10/2023,23:44:29,1,13.03,15.21
eqnet,111,04/10/2023,23:44:29,2,12.99,15.15
eqnet,111,04/10/2023,23:44:29,3,,
eqnet,111,04/10/2023,23:44:29,4,,
eqnet,111,04/10/2023,23:44:29,5,12.0,13.46
eqnet,111,04/10/2023,23:44:29,6,11.91,13.35
eqnet,111,04/10/2023,23:44:29,7,12.86,
eqnet,111,04/10/2023,23:44:29,8,12.71,14.7
eqnet,111,04/10/2023,23:44:29,9,,
eqnet,111,04/10/2023,23:44:29,10,,
eqnet,141,05/10/2023,01:13:09,1,14.83,18.26
eqnet,141,05/10/2023,01:13:09,2,14.58,18.17
eqnet,141,05/10/2023,01:13:09,3,,
eqnet,141,05/10/2023,01:13:09,4,,
eqnet,141,05/10/2023,01:13:09,5,12.15,13.73
eqnet,141,05/10/2023,01:13:09,6,12.05,13.53
eqnet,141,05/10/2023,01:13:09,7,12.93,15.09
eqnet,141,05/10/2023,01:13:09,8,12.88,14.97
eqnet,141,05/10/2023,01:13:09,9,,
eqnet,141,05/10/2023,01:13:09,10,,
eqnet,78,05/10/2023,03:25:19,1,12.76,
eqnet,78,05/10/2023,03:25:19,2,12.77,14.92
eqnet,78,05/10/2023,03:25:19,3,,
eqnet,78,05/10/2023,03:25:19,4,,
eqnet,78,05/10/2023,03:25:19,5,,
eqnet,78,05/10/2023,03:25:19,6,,
eqnet,78,05/10/2023,03:25:19,7,12.29,14.13
eqnet,78,05/10/2023,03:25:19,8,12.25,14.02
eqnet,78,05/10/2023,03:25:19,9,,
eqnet,78,05/10/2023,03:25:19,10,,
eqnet,179,06/10/2023,01:01:34,1,13.08,15.49
eqnet,179,06/10/2023,01:01:34,2,13.15,15.44
eqnet,179,06/10/2023,01:01:34,3,13.31,15.73
eqnet,179,06/10/2023,01:01:34,4,13.29,15.55
eqnet,179,06/10/2023,01:01:34,5,,
eqnet,179,06/10/2023,01:01:34,6,14.98,18.66
eqnet,179,06/10/2023,01:01:34,7,14.22,17.29
eqnet,179,06/10/2023,01:01:34,8,14.14,17.19
eqnet,179,06/10/2023,01:01:34,9,,15.92
eqnet,179,06/10/2023,01:01:34,10,13.44,15.85
eqnet,37,06/10/2023,02:59:17,1,13.04,15.36
eqnet,37,06/10/2023,02:59:17,2,13.07,15.18
eqnet,37,06/10/2023,02:59:17,3,,
eqnet,37,06/10/2023,02:59:17,4,,
eqnet,37,06/10/2023,02:59:17,5,,
eqnet,37,06/10/2023,02:59:17,6,,
eqnet,37,06/10/2023,02:59:17,7,12.53,14.38
eqnet,37,06/10/2023,02:59:17,8,12.53,14.28
eqnet,37,06/10/2023,02:59:17,9,12.86,
eqnet,37,06/10/2023,02:59:17,10,12.66,14.55
eqnet,206,06/10/2023,09:30:35,1,12.72,14.5
eqnet,206,06/10/2023,09:30:35,2,12.65,14.37
eqnet,206,06/10/2023,09:30:35,3,15.74,19.62
eqnet,206,06/10/2023,09:30:35,4,15.65,19.56
eqnet,206,06/10/2023,09:30:35,5,13.7,16.52
eqnet,206,06/10/2023,09:30:35,6,13.61,16.33
eqnet,206,06/10/2023,09:30:35,7,12.61,14.39
eqnet,206,06/10/2023,09:30:35,8,12.5,14.26
eqnet,206,06/10/2023,09:30:35,9,12.52,13.94
eqnet,206,06/10/2023,09:30:35,10,12.4,13.77
eqnet,95,07/10/2023,06:26:05,1,,18.3
eqnet,95,07/10/2023,06:26:05,2,14.78,18.15
eqnet,95,07/10/2023,06:26:05,3,,
eqnet,95,07/10/2023,06:26:05,4,,
eqnet,95,07/10/2023,06:26:05,5,11.77,13.09
eqnet,95,07/10/2023,06:26:05,6,11.66,12.9
eqnet,95,07/10/2023,06:26:05,7,13.02,15.26
eqnet,95,07/10/2023,06:26:05,8,12.97,15.11
eqnet,95,07/10/2023,06:26:05,9,,16.37
eqnet,95,07/10/2023,06:26:05,10,,16.24
eqnet,88,08/10/2023,12:42:51,1,14.28,17.37
eqnet,88,08/10/2023,12:42:51,2,14.27,17.31
eqnet,88,08/10/2023,12:42:51,3,,
eqnet,88,08/10/2023,12:42:51,4,,
eqnet,88,08/10/2023,12:42:51,5,11.71,13.08
eqnet,88,08/10/2023,12:42:51,6,11.64,12.86
eqnet,88,08/10/2023,12:42:51,7,12.17,13.74
eqnet,88,08/10/2023,12:42:51,8,12.1,13.67
eqnet,88,08/10/2023,12:42:51,9,13.09,15.31
eqnet,88,08/10/2023,12:42:51,10,13.03,15.24
eqnet,33,08/10/2023,16:07:15,1,,
eqnet,33,08/10/2023,16:07:15,2,,
eqnet,33,08/10/2023,16:07:15,3,,
eqnet,33,08/10/2023,16:07:15,4,,
eqnet,33,08/10/2023,16:07:15,5,11.44,12.51
eqnet,33,08/10/2023,16:07:15,6,11.34,12.31
eqnet,33,08/10/2023,16:07:15,7,12.81,14.87
eqnet,33,08/10/2023,16:07:15,8,12.72,14.71
eqnet,33,08/10/2023,16:07:15,9,,
eqnet,33,08/10/2023,16:07:15,10,,
eqnet,184,10/10/2023,01:00:16,1,12.71,14.88
eqnet,184,10/10/2023,01:00:16,2,12.78,14.92
eqnet,184,10/10/2023,01:00:16,3,,
eqnet,184,10/10/2023,01:00:16,4,,
eqnet,184,10/10/2023,01:00:16,5,14.16,
eqnet,184,10/10/2023,01:00:16,6,14.03,
eqnet,184,10/10/2023,01:00:16,7,12.01,14.19
eqnet,184,10/10/2023,01:00:16,8,12.01,14.03
eqnet,184,10/10/2023,01:00:16,9,12.3,
eqnet,184,10/10/2023,01:00:16,10,12.29,14.24
eqnet,68,10/10/2023,03:20:19,1,12.72,15.16
eqnet,68,10/10/2023,03:20:19,2,12.66,14.87
eqnet,68,10/10/2023,03:20:19,3,,
eqnet,68,10/10/2023,03:20:19,4,,
eqnet,68,10/10/2023,03:20:19,5,,
eqnet,68,10/10/2023,03:20:19,6,14.22,
eqnet,68,10/10/2023,03:20:19,7,12.16,14.1
eqnet,68,10/10/2023,03:20:19,8,12.13,13.9
eqnet,68,10/10/2023,03:20:19,9,,
eqnet,68,10/10/2023,03:20:19,10,12.3,14.23
eqnet,150,11/10/2023,02:59:31,1,12.75,14.96
eqnet,150,11/10/2023,02:59:31,2,12.7,14.77
eqnet,150,11/10/2023,02:59:31,3,,
eqnet,150,11/10/2023,02:59:31,4,,
eqnet,150,11/10/2023,02:59:31,5,,
eqnet,150,11/10/2023,02:59:31,6,14.2,16.96
eqnet,150,11/10/2023,02:59:31,7,12.19,13.96
eqnet,150,11/10/2023,02:59:31,8,12.17,13.9
eqnet,150,11/10/2023,02:59:31,9,12.56,14.42
eqnet,150,11/10/2023,02:59:31,10,12.34,14.19
eqnet,205,12/10/2023,03:06:25,1,,14.01
eqnet,205,12/10/2023,03:06:25,2,12.26,13.89
eqnet,205,12/10/2023,03:06:25,3,,
eqnet,205,12/10/2023,03:06:25,4,,
eqnet,205,12/10/2023,03:06:25,5,13.65,16.3
eqnet,205,12/10/2023,03:06:25,6,13.53,16.13
eqnet,205,12/10/2023,03:06:25,7,12.37,13.97
eqnet,205,12/10/2023,03:06:25,8,12.29,13.84
eqnet,205,12/10/2023,03:06:25,9,11.97,13.38
eqnet,205,12/10/2023,03:06:25,10,11.91,13.26
eqnet,47,12/10/2023,03:32:59,1,12.64,14.83
eqnet,47,12/10/2023,03:32:59,2,12.61,14.7
eqnet,47,12/10/2023,03:32:59,3,,
eqnet,47,12/10/2023,03:32:59,4,,
eqnet,47,12/10/2023,03:32:59,5,14.24,
eqnet,47,12/10/2023,03:32:59,6,14.13,
eqnet,47,12/10/2023,03:32:59,7,12.08,13.84
eqnet,47,12/10/2023,03:32:59,8,12.11,13.79
eqnet,47,12/10/2023,03:32:59,9,,
eqnet,47,12/10/2023,03:32:59,10,12.22,14.17
eqnet,200,12/10/2023,08:33:06,1,14.19,17.36
eqnet,200,12/10/2023,08:33:06,2,14.18,17.1
eqnet,200,12/10/2023,08:33:06,3,20.0,
eqnet,200,12/10/2023,08:33:06,4,19.81,
eqnet,200,12/10/2023,08:33:06,5,10.68,11.35
eqnet,200,12/10/2023,08:33:06,6,10.63,11.02
eqnet,200,12/10/2023,08:33:06,7,12.17,13.69
eqnet,200,12/10/2023,08:33:06,8,12.12,13.62
eqnet,200,12/10/2023,08:33:06,9,12.97,15.1
eqnet,200,12/10/2023,08:33:06,10,12.93,15.14
eqnet,46,13/10/2023,01:49:55,1,12.53,14.33
eqnet,46,13/10/2023,01:49:55,2,12.47,14.21
eqnet,46,13/10/2023,01:49:55,3,,
eqnet,46,13/10/2023,01:49:55,4,,
eqnet,46,13/10/2023,01:49:55,5,,16.79
eqnet,46,13/10/2023,01:49:55,6,,16.58
eqnet,46,13/10/2023,01:49:55,7,12.62,
eqnet,46,13/10/2023,01:49:55,8,12.56,14.36
