Comp,Event,Date,Time,Inst,Ptimepick,Stimepick
eqnet,46,13/10/2023,01:49:55,9,12.06,13.9
eqnet,46,13/10/2023,01:49:55,10,11.97,13.74
eqnet,171,13/10/2023,02:59:48,1,13.09,15.45
eqnet,171,13/10/2023,02:59:48,2,13.15,15.3
eqnet,171,13/10/2023,02:59:48,3,,
eqnet,171,13/10/2023,02:59:48,4,,
eqnet,171,13/10/2023,02:59:48,5,,
eqnet,171,13/10/2023,02:59:48,6,,
eqnet,171,13/10/2023,02:59:48,7,12.62,14.44
eqnet,171,13/10/2023,02:59:48,8,12.61,14.38
eqnet,171,13/10/2023,02:59:48,9,,
eqnet,171,13/10/2023,02:59:48,10,12.83,14.74
eqnet,16,13/10/2023,08:16:26,1,14.27,17.42
eqnet,16,13/10/2023,08:16:26,2,14.24,17.33
eqnet,16,13/10/2023,08:16:26,3,,
eqnet,16,13/10/2023,08:16:26,4,,
eqnet,16,13/10/2023,08:16:26,5,11.88,13.22
eqnet,16,13/10/2023,08:16:26,6,11.77,13.05
eqnet,16,13/10/2023,08:16:26,7,12.77,14.85
eqnet,16,13/10/2023,08:16:26,8,12.7,14.63
eqnet,16,13/10/2023,08:16:26,9,,
eqnet,16,13/10/2023,08:16:26,10,,
eqnet,64,13/10/2023,18:48:02,1,12.18,13.72
eqnet,64,13/10/2023,18:48:02,2,12.13,13.62
eqnet,64,13/10/2023,18:48:02,3,,
eqnet,64,13/10/2023,18:48:02,4,,
eqnet,64,13/10/2023,18:48:02,5,,16.58
eqnet,64,13/10/2023,18:48:02,6,,16.42
eqnet,64,13/10/2023,18:48:02,7,13.13,14.07
eqnet,64,13/10/2023,18:48:02,8,13.12,13.87
eqnet,64,13/10/2023,18:48:02,9,11.92,13.3
eqnet,64,13/10/2023,18:48:02,10,11.87,13.14
eqnet,76,13/10/2023,22:18:20,1,,17.31
eqnet,76,13/10/2023,22:18:20,2,14.21,17.25
eqnet,76,13/10/2023,22:18:20,3,,
eqnet,76,13/10/2023,22:18:20,4,,
eqnet,76,13/10/2023,22:18:20,5,11.82,13.17
eqnet,76,13/10/2023,22:18:20,6,11.72,12.99
eqnet,76,13/10/2023,22:18:20,7,12.73,14.69
eqnet,76,13/10/2023,22:18:20,8,12.65,14.58
eqnet,76,13/10/2023,22:18:20,9,,
eqnet,76,13/10/2023,22:18:20,10,,
eqnet,182,14/10/2023,03:47:37,1,14.23,17.38
eqnet,182,14/10/2023,03:47:37,2,14.24,17.31
eqnet,182,14/10/2023,03:47:37,3,,
eqnet,182,14/10/2023,03:47:37,4,,
eqnet,182,14/10/2023,03:47:37,5,11.85,13.22
eqnet,182,14/10/2023,03:47:37,6,11.75,13.02
eqnet,182,14/10/2023,03:47:37,7,12.73,14.76
eqnet,182,14/10/2023,03:47:37,8,12.69,14.61
eqnet,182,14/10/2023,03:47:37,9,,
eqnet,182,14/10/2023,03:47:37,10,,
eqnet,123,14/10/2023,05:46:55,1,,17.4
eqnet,123,14/10/2023,05:46:55,2,14.27,17.31
eqnet,123,14/10/2023,05:46:55,3,,
eqnet,123,14/10/2023,05:46:55,4,,
eqnet,123,14/10/2023,05:46:55,5,,
eqnet,123,14/10/2023,05:46:55,6,11.77,13.06
eqnet,123,14/10/2023,05:46:55,7,12.77,14.87
eqnet,123,14/10/2023,05:46:55,8,12.7,14.65
eqnet,123,14/10/2023,05:46:55,9,,15.56
eqnet,123,14/10/2023,05:46:55,10,13.16,15.5
eqnet,96,14/10/2023,10:35:58,1,14.32,17.44
eqnet,96,14/10/2023,10:35:58,2,14.28,17.31
eqnet,96,14/10/2023,10:35:58,3,,
eqnet,96,14/10/2023,10:35:58,4,,
eqnet,96,14/10/2023,10:35:58,5,11.88,13.23
eqnet,96,14/10/2023,10:35:58,6,11.77,13.04
eqnet,96,14/10/2023,10:35:58,7,12.77,14.75
eqnet,96,14/10/2023,10:35:58,8,12.67,14.65
eqnet,96,14/10/2023,10:35:58,9,,
eqnet,96,14/10/2023,10:35:58,10,,
eqnet,19,14/10/2023,10:39:23,1,14.24,17.4
eqnet,19,14/10/2023,10:39:23,2,14.24,17.31
eqnet,19,14/10/2023,10:39:23,3,,
eqnet,19,14/10/2023,10:39:23,4,,
eqnet,19,14/10/2023,10:39:23,5,11.87,13.23
eqnet,19,14/10/2023,10:39:23,6,11.76,13.03
eqnet,19,14/10/2023,10:39:23,7,12.75,14.76
eqnet,19,14/10/2023,10:39:23,8,12.68,14.64
eqnet,19,14/10/2023,10:39:23,9,,
eqnet,19,14/10/2023,10:39:23,10,,
eqnet,74,14/10/2023,17:40:09,1,,
eqnet,74,14/10/2023,17:40:09,2,14.17,
eqnet,74,14/10/2023,17:40:09,3,,
eqnet,74,14/10/2023,17:40:09,4,,
eqnet,74,14/10/2023,17:40:09,5,11.83,13.16
eqnet,74,14/10/2023,17:40:09,6,11.71,12.98
eqnet,74,14/10/2023,17:40:09,7,12.74,14.73
eqnet,74,14/10/2023,17:40:09,8,12.66,14.58
eqnet,74,14/10/2023,17:40:09,9,,
eqnet,74,14/10/2023,17:40:09,10,,
eqnet,91,15/10/2023,17:11:54,1,14.45,17.71
eqnet,91,15/10/2023,17:11:54,2,14.42,17.62
eqnet,91,15/10/2023,17:11:54,3,,
eqnet,91,15/10/2023,17:11:54,4,,
eqnet,91,15/10/2023,17:11:54,5,12.21,13.85
eqnet,91,15/10/2023,17:11:54,6,12.12,13.65
eqnet,91,15/10/2023,17:11:54,7,12.91,15.04
eqnet,91,15/10/2023,17:11:54,8,12.81,14.87
eqnet,91,15/10/2023,17:11:54,9,,15.94
eqnet,91,15/10/2023,17:11:54,10,,15.83
eqnet,124,16/10/2023,02:59:26,1,12.78,14.93
eqnet,124,16/10/2023,02:59:26,2,12.71,14.84
eqnet,124,16/10/2023,02:59:26,3,,
eqnet,124,16/10/2023,02:59:26,4,,
eqnet,124,16/10/2023,02:59:26,5,,
eqnet,124,16/10/2023,02:59:26,6,,
eqnet,124,16/10/2023,02:59:26,7,12.21,13.97
eqnet,124,16/10/2023,02:59:26,8,12.12,13.94
eqnet,124,16/10/2023,02:59:26,9,12.52,14.4
eqnet,124,16/10/2023,02:59:26,10,12.36,14.27
eqnet,117,16/10/2023,19:32:21,1,12.02,13.78
eqnet,117,16/10/2023,19:32:21,2,11.98,13.66
eqnet,117,16/10/2023,19:32:21,3,,
eqnet,117,16/10/2023,19:32:21,4,,
eqnet,117,16/10/2023,19:32:21,5,13.41,16.24
eqnet,117,16/10/2023,19:32:21,6,,16.05
eqnet,117,16/10/2023,19:32:21,7,13.96,15.72
eqnet,117,16/10/2023,19:32:21,8,13.82,15.68
eqnet,117,16/10/2023,19:32:21,9,,
eqnet,117,16/10/2023,19:32:21,10,,
eqnet,228,17/10/2023,03:13:49,1,12.75,14.86
eqnet,228,17/10/2023,03:13:49,2,12.76,14.85
eqnet,228,17/10/2023,03:13:49,3,,
eqnet,228,17/10/2023,03:13:49,4,,
eqnet,228,17/10/2023,03:13:49,5,,
eqnet,228,17/10/2023,03:13:49,6,,
eqnet,228,17/10/2023,03:13:49,7,12.29,14.06
eqnet,228,17/10/2023,03:13:49,8,12.25,13.98
eqnet,228,17/10/2023,03:13:49,9,,
eqnet,228,17/10/2023,03:13:49,10,12.39,14.25
eqnet,137,17/10/2023,03:27:44,1,13.04,15.25
eqnet,137,17/10/2023,03:27:44,2,13.04,15.16
eqnet,137,17/10/2023,03:27:44,3,,
eqnet,137,17/10/2023,03:27:44,4,,
eqnet,137,17/10/2023,03:27:44,5,,
eqnet,137,17/10/2023,03:27:44,6,,
eqnet,137,17/10/2023,03:27:44,7,,14.48
eqnet,137,17/10/2023,03:27:44,8,12.52,14.29
eqnet,137,17/10/2023,03:27:44,9,12.69,14.69
eqnet,137,17/10/2023,03:27:44,10,12.66,14.57
eqnet,151,17/10/2023,18:16:49,1,13.93,16.84
eqnet,151,17/10/2023,18:16:49,2,13.93,
eqnet,151,17/10/2023,18:16:49,3,,
eqnet,151,17/10/2023,18:16:49,4,,
eqnet,151,17/10/2023,18:16:49,5,11.91,13.27
eqnet,151,17/10/2023,18:16:49,6,11.81,13.11
eqnet,151,17/10/2023,18:16:49,7,12.06,13.57
eqnet,151,17/10/2023,18:16:49,8,11.95,13.43
eqnet,151,17/10/2023,18:16:49,9,,
eqnet,151,17/10/2023,18:16:49,10,,14.81
eqnet,98,18/10/2023,03:29:16,1,12.67,14.75
eqnet,98,18/10/2023,03:29:16,2,12.59,14.75
eqnet,98,18/10/2023,03:29:16,3,,
eqnet,98,18/10/2023,03:29:16,4,,
eqnet,98,18/10/2023,03:29:16,5,14.27,
eqnet,98,18/10/2023,03:29:16,6,14.16,17.4
eqnet,98,18/10/2023,03:29:16,7,12.14,14.12
eqnet,98,18/10/2023,03:29:16,8,,
eqnet,98,18/10/2023,03:29:16,9,,
eqnet,98,18/10/2023,03:29:16,10,12.29,14.1
eqnet,239,18/10/2023,09:33:47,1,12.38,14.18
eqnet,239,18/10/2023,09:33:47,2,12.41,14.08
eqnet,239,18/10/2023,09:33:47,3,,
eqnet,239,18/10/2023,09:33:47,4,,
eqnet,239,18/10/2023,09:33:47,5,13.74,16.5
eqnet,239,18/10/2023,09:33:47,6,13.66,16.31
eqnet,239,18/10/2023,09:33:47,7,14.29,16.27
eqnet,239,18/10/2023,09:33:47,9,,13.66
eqnet,239,18/10/2023,09:33:47,10,,13.49
eqnet,84,19/10/2023,02:59:02,1,12.82,15.09
eqnet,84,19/10/2023,02:59:02,2,12.8,15.04
eqnet,84,19/10/2023,02:59:02,3,,
eqnet,84,19/10/2023,02:59:02,4,,
eqnet,84,19/10/2023,02:59:02,5,,
eqnet,84,19/10/2023,02:59:02,6,,
eqnet,84,19/10/2023,02:59:02,7,12.32,14.05
eqnet,84,19/10/2023,02:59:02,8,12.24,13.95
eqnet,84,19/10/2023,02:59:02,9,,
eqnet,84,19/10/2023,02:59:02,10,12.26,14.26
eqnet,115,20/10/2023,02:58:05,1,12.73,14.82
eqnet,115,20/10/2023,02:58:05,2,12.54,14.57
eqnet,115,20/10/2023,02:58:05,3,,
eqnet,115,20/10/2023,02:58:05,4,,
eqnet,115,20/10/2023,02:58:05,5,,
eqnet,115,20/10/2023,02:58:05,6,14.18,17.41
eqnet,115,20/10/2023,02:58:05,7,12.11,13.89
eqnet,115,20/10/2023,02:58:05,8,12.08,13.83
eqnet,115,20/10/2023,02:58:05,9,,
eqnet,115,20/10/2023,02:58:05,10,,
eqnet,103,20/10/2023,04:17:35,1,12.33,14.07
eqnet,103,20/10/2023,04:17:35,2,12.28,13.95
eqnet,103,20/10/2023,04:17:35,3,,19.31
eqnet,103,20/10/2023,04:17:35,4,,19.22
eqnet,103,20/10/2023,04:17:35,5,,16.14
eqnet,103,20/10/2023,04:17:35,6,13.46,16.05
eqnet,103,20/10/2023,04:17:35,7,,14.04
eqnet,103,20/10/2023,04:17:35,8,,13.85
eqnet,103,20/10/2023,04:17:35,9,,13.42
eqnet,103,20/10/2023,04:17:35,10,,13.32
eqnet,40,22/10/2023,05:23:06,1,,17.53
eqnet,40,22/10/2023,05:23:06,2,14.05,17.49
eqnet,40,22/10/2023,05:23:06,3,,
eqnet,40,22/10/2023,05:23:06,4,,
eqnet,40,22/10/2023,05:23:06,5,,
eqnet,40,22/10/2023,05:23:06,6,17.19,22.79
eqnet,40,22/10/2023,05:23:06,7,15.92,20.73
eqnet,40,22/10/2023,05:23:06,8,15.8,20.64
eqnet,40,22/10/2023,05:23:06,9,,19.04
eqnet,40,22/10/2023,05:23:06,10,,18.97
eqnet,223,22/10/2023,08:05:01,1,14.72,18.22
eqnet,223,22/10/2023,08:05:01,2,14.71,18.13
eqnet,223,22/10/2023,08:05:01,3,,
eqnet,223,22/10/2023,08:05:01,4,,
eqnet,223,22/10/2023,08:05:01,5,11.75,13.06
eqnet,223,22/10/2023,08:05:01,6,11.64,12.87
eqnet,223,22/10/2023,08:05:01,7,13.0,15.23
eqnet,223,22/10/2023,08:05:01,8,12.93,15.04
eqnet,223,22/10/2023,08:05:01,9,13.69,16.28
eqnet,223,22/10/2023,08:05:01,10,13.62,16.22
eqnet,93,23/10/2023,00:28:52,1,12.95,
eqnet,93,23/10/2023,00:28:52,2,13.01,15.18
eqnet,93,23/10/2023,00:28:52,3,,
eqnet,93,23/10/2023,00:28:52,4,,
eqnet,93,23/10/2023,00:28:52,5,,
eqnet,93,23/10/2023,00:28:52,6,14.27,
eqnet,93,23/10/2023,00:28:52,7,12.44,14.1
eqnet,93,23/10/2023,00:28:52,8,12.28,13.96
eqnet,93,23/10/2023,00:28:52,9,12.53,15.06
eqnet,93,23/10/2023,00:28:52,10,12.5,
eqnet,69,23/10/2023,03:38:33,1,12.54,14.71
eqnet,69,23/10/2023,03:38:33,2,12.59,14.74
eqnet,69,23/10/2023,03:38:33,3,,
eqnet,69,23/10/2023,03:38:33,4,,
eqnet,69,23/10/2023,03:38:33,5,,
eqnet,69,23/10/2023,03:38:33,6,,
eqnet,69,23/10/2023,03:38:33,7,12.07,13.83
eqnet,69,23/10/2023,03:38:33,8,12.0,13.81
eqnet,69,23/10/2023,03:38:33,9,,
eqnet,69,23/10/2023,03:38:33,10,,14.18
eqnet,54,24/10/2023,02:59:50,1,12.63,14.95
eqnet,54,24/10/2023,02:59:50,2,12.64,14.75
eqnet,54,24/10/2023,02:59:50,3,,
eqnet,54,24/10/2023,02:59:50,4,,
eqnet,54,24/10/2023,02:59:50,5,,
eqnet,54,24/10/2023,02:59:50,6,14.18,
eqnet,54,24/10/2023,02:59:50,7,12.15,13.91
eqnet,54,24/10/2023,02:59:50,8,12.13,13.83
eqnet,54,24/10/2023,02:59:50,9,,
eqnet,54,24/10/2023,02:59:50,10,12.19,14.17
eqnet,194,24/10/2023,03:08:08,1,12.51,14.77
eqnet,194,24/10/2023,03:08:08,2,12.58,14.75
eqnet,194,24/10/2023,03:08:08,3,,
eqnet,194,24/10/2023,03:08:08,4,,
eqnet,194,24/10/2023,03:08:08,5,,
eqnet,194,24/10/2023,03:08:08,6,,
eqnet,194,24/10/2023,03:08:08,7,12.15,13.91
eqnet,194,24/10/2023,03:08:08,8,12.08,13.82
eqnet,194,24/10/2023,03:08:08,9,,
eqnet,194,24/10/2023,03:08:08,10,12.83,14.16
eqnet,6,24/10/2023,10:28:33,1,14.63,18.03
eqnet,6,24/10/2023,10:28:33,2,14.6,17.91
eqnet,6,24/10/2023,10:28:33,3,,
eqnet,6,24/10/2023,10:28:33,4,,
eqnet,6,24/10/2023,10:28:33,5,12.3,14.02
eqnet,6,24/10/2023,10:28:33,6,12.2,13.79
eqnet,6,24/10/2023,10:28:33,7,12.77,14.79
eqnet,6,24/10/2023,10:28:33,8,12.68,14.65
eqnet,6,24/10/2023,10:28:33,9,13.51,16.09
eqnet,6,24/10/2023,10:28:33,10,13.48,16.03
eqnet,192,25/10/2023,09:46:39,1,,18.29
eqnet,192,25/10/2023,09:46:39,2,,18.19
eqnet,192,25/10/2023,09:46:39,3,,
eqnet,192,25/10/2023,09:46:39,4,,
eqnet,192,25/10/2023,09:46:39,5,11.74,13.07
eqnet,192,25/10/2023,09:46:39,6,11.66,12.87
eqnet,192,25/10/2023,09:46:39,7,,15.27
eqnet,192,25/10/2023,09:46:39,8,,15.1
eqnet,192,25/10/2023,09:46:39,9,,
eqnet,192,25/10/2023,09:46:39,10,,16.28
eqnet,85,25/10/2023,13:43:55,1,,15.88
eqnet,85,25/10/2023,13:43:55,2,14.33,15.79
eqnet,85,25/10/2023,13:43:55,3,,
eqnet,85,25/10/2023,13:43:55,4,,
eqnet,85,25/10/2023,13:43:55,5,12.14,14.15
eqnet,85,25/10/2023,13:43:55,6,12.06,13.96
eqnet,85,25/10/2023,13:43:55,7,12.36,14.45
eqnet,85,25/10/2023,13:43:55,8,12.31,14.35
eqnet,85,25/10/2023,13:43:55,9,,
eqnet,85,25/10/2023,13:43:55,10,,
eqnet,188,26/10/2023,01:26:40,1,12.95,15.16
eqnet,188,26/10/2023,01:26:40,2,12.9,15.03
eqnet,188,26/10/2023,01:26:40,3,,
eqnet,188,26/10/2023,01:26:40,4,,
eqnet,188,26/10/2023,01:26:40,5,,
eqnet,188,26/10/2023,01:26:40,6,,
eqnet,188,26/10/2023,01:26:40,7,12.29,14.01
eqnet,188,26/10/2023,01:26:40,8,12.19,13.9
eqnet,188,26/10/2023,01:26:40,9,,
eqnet,188,26/10/2023,01:26:40,10,,
eqnet,34,26/10/2023,03:22:25,1,12.49,14.88
eqnet,34,26/10/2023,03:22:25,2,12.67,14.77
eqnet,34,26/10/2023,03:22:25,3,,
eqnet,34,26/10/2023,03:22:25,4,,
eqnet,34,26/10/2023,03:22:25,5,14.24,
eqnet,34,26/10/2023,03:22:25,6,14.05,
eqnet,34,26/10/2023,03:22:25,7,12.15,14.08
eqnet,34,26/10/2023,03:22:25,8,12.15,13.84
eqnet,34,26/10/2023,03:22:25,9,,
eqnet,34,26/10/2023,03:22:25,10,,14.17
eqnet,87,26/10/2023,15:21:41,1,13.14,15.47
eqnet,87,26/10/2023,15:21:41,2,13.1,15.39
eqnet,87,26/10/2023,15:21:41,3,,
eqnet,87,26/10/2023,15:21:41,4,,
eqnet,87,26/10/2023,15:21:41,5,,
eqnet,87,26/10/2023,15:21:41,6,,15.5
eqnet,87,26/10/2023,15:21:41,7,12.32,13.95
eqnet,87,26/10/2023,15:21:41,8,12.22,13.79
eqnet,87,26/10/2023,15:21:41,9,,
eqnet,87,26/10/2023,15:21:41,10,,
eqnet,235,30/10/2023,01:53:33,1,12.82,15.62
eqnet,235,30/10/2023,01:53:33,2,12.79,15.03
eqnet,235,30/10/2023,01:53:33,3,,
eqnet,235,30/10/2023,01:53:33,4,,
eqnet,235,30/10/2023,01:53:33,5,,
eqnet,235,30/10/2023,01:53:33,6,14.24,
eqnet,235,30/10/2023,01:53:33,7,12.09,
eqnet,235,30/10/2023,01:53:33,8,12.09,13.74
eqnet,235,30/10/2023,01:53:33,9,12.37,
eqnet,235,30/10/2023,01:53:33,10,12.32,
eqnet,100,30/10/2023,02:59:26,1,11.1,12.16
eqnet,100,30/10/2023,02:59:26,2,11.13,
eqnet,100,30/10/2023,02:59:26,3,,
eqnet,100,30/10/2023,02:59:26,4,,
eqnet,100,30/10/2023,02:59:26,5,15.52,19.43
eqnet,100,30/10/2023,02:59:26,6,15.36,19.33
eqnet,100,30/10/2023,02:59:26,7,13.09,15.39
eqnet,100,30/10/2023,02:59:26,8,13.07,15.29
eqnet,100,30/10/2023,02:59:26,9,12.31,13.99
eqnet,100,30/10/2023,02:59:26,10,12.2,13.9
eqnet,136,30/10/2023,03:02:10,1,13.04,15.19
eqnet,136,30/10/2023,03:02:10,2,13.02,15.1
eqnet,136,30/10/2023,03:02:10,3,,
eqnet,136,30/10/2023,03:02:10,4,,
eqnet,136,30/10/2023,03:02:10,5,,
eqnet,136,30/10/2023,03:02:10,6,,
eqnet,136,30/10/2023,03:02:10,7,12.5,14.28
eqnet,136,30/10/2023,03:02:10,8,12.48,14.21
eqnet,136,30/10/2023,03:02:10,9,,
eqnet,136,30/10/2023,03:02:10,10,,14.55
eqnet,210,30/10/2023,07:53:35,1,14.73,18.44
eqnet,210,30/10/2023,07:53:35,2,14.78,18.48
eqnet,210,30/10/2023,07:53:35,3,,
eqnet,210,30/10/2023,07:53:35,4,,
eqnet,210,30/10/2023,07:53:35,5,16.51,19.69
eqnet,210,30/10/2023,07:53:35,6,16.42,19.5
eqnet,210,30/10/2023,07:53:35,7,14.61,18.21
eqnet,210,30/10/2023,07:53:35,8,14.56,17.93
eqnet,210,30/10/2023,07:53:35,9,14.82,18.53
eqnet,210,30/10/2023,07:53:35,10,14.73,18.52
eqnet,216,31/10/2023,03:02:47,1,12.8,15.05
eqnet,216,31/10/2023,03:02:47,2,12.74,14.94
eqnet,216,31/10/2023,03:02:47,3,,
eqnet,216,31/10/2023,03:02:47,4,,
eqnet,216,31/10/2023,03:02:47,5,,
eqnet,216,31/10/2023,03:02:47,6,14.32,17.67
eqnet,216,31/10/2023,03:02:47,7,12.37,14.13
eqnet,216,31/10/2023,03:02:47,8,12.33,14.0
eqnet,216,31/10/2023,03:02:47,9,,
eqnet,216,31/10/2023,03:02:47,10,,14.32
eqnet,160,01/11/2023,02:58:45,1,12.7,14.95
eqnet,160,01/11/2023,02:58:45,2,12.66,14.84
eqnet,160,01/11/2023,02:58:45,3,,
eqnet,160,01/11/2023,02:58:45,4,,
eqnet,160,01/11/2023,02:58:45,5,,
eqnet,160,01/11/2023,02:58:45,6,14.25,
eqnet,160,01/11/2023,02:58:45,7,12.18,14.03
eqnet,160,01/11/2023,02:58:45,8,12.11,13.85
eqnet,160,01/11/2023,02:58:45,9,,
eqnet,160,01/11/2023,02:58:45,10,12.27,14.18
eqnet,159,02/11/2023,03:00:28,1,12.33,14.53
eqnet,159,02/11/2023,03:00:28,2,12.54,14.4
eqnet,159,02/11/2023,03:00:28,3,,
eqnet,159,02/11/2023,03:00:28,4,,
eqnet,159,02/11/2023,03:00:28,5,,
eqnet,159,02/11/2023,03:00:28,6,14.0,17.13
eqnet,159,02/11/2023,03:00:28,7,11.92,13.57
eqnet,159,02/11/2023,03:00:28,8,,
eqnet,159,02/11/2023,03:00:28,9,,14.17
eqnet,159,02/11/2023,03:00:28,10,,13.82
eqnet,145,02/11/2023,12:37:00,1,13.74,16.71
eqnet,145,02/11/2023,12:37:00,2,13.89,16.61
eqnet,145,02/11/2023,12:37:00,3,,
eqnet,145,02/11/2023,12:37:00,4,,
eqnet,145,02/11/2023,12:37:00,5,11.37,12.61
eqnet,145,02/11/2023,12:37:00,6,11.27,12.4
eqnet,145,02/11/2023,12:37:00,7,12.28,13.38
eqnet,145,02/11/2023,12:37:00,8,12.02,13.19
eqnet,145,02/11/2023,12:37:00,9,,
eqnet,145,02/11/2023,12:37:00,10,,
eqnet,166,03/11/2023,02:59:29,1,13.03,15.19
eqnet,166,03/11/2023,02:59:29,2,13.0,15.14
eqnet,166,03/11/2023,02:59:29,3,,
eqnet,166,03/11/2023,02:59:29,4,,
eqnet,166,03/11/2023,02:59:29,5,,
eqnet,166,03/11/2023,02:59:29,6,14.63,17.88
eqnet,166,03/11/2023,02:59:29,7,12.71,14.34
eqnet,166,03/11/2023,02:59:29,8,12.55,14.24
eqnet,166,03/11/2023,02:59:29,9,,
eqnet,166,03/11/2023,02:59:29,10,,14.49
eqnet,224,03/11/2023,20:22:49,1,14.54,18.13
eqnet,224,03/11/2023,20:22:49,2,14.62,18.1
eqnet,224,03/11/2023,20:22:49,3,,
eqnet,224,03/11/2023,20:22:49,4,,
eqnet,224,03/11/2023,20:22:49,5,13.74,16.69
eqnet,224,03/11/2023,20:22:49,6,13.66,16.45
eqnet,224,03/11/2023,20:22:49,7,13.01,15.49
eqnet,224,03/11/2023,20:22:49,8,12.95,15.33
eqnet,224,03/11/2023,20:22:49,9,,
eqnet,224,03/11/2023,20:22:49,10,,
eqnet,20,04/11/2023,02:54:46,1,14.58,18.25
eqnet,20,04/11/2023,02:54:46,2,14.57,18.22
eqnet,20,04/11/2023,02:54:46,3,,
eqnet,20,04/11/2023,02:54:46,4,,
eqnet,20,04/11/2023,02:54:46,5,16.33,
eqnet,20,04/11/2023,02:54:46,6,16.29,
eqnet,20,04/11/2023,02:54:46,7,14.42,17.88
eqnet,20,04/11/2023,02:54:46,8,14.39,17.78
eqnet,20,04/11/2023,02:54:46,9,,
eqnet,20,04/11/2023,02:54:46,10,,
eqnet,8,04/11/2023,11:15:18,1,15.03,18.68
eqnet,8,04/11/2023,11:15:18,2,15.0,18.56
eqnet,8,04/11/2023,11:15:18,3,,
eqnet,8,04/11/2023,11:15:18,4,,
eqnet,8,04/11/2023,11:15:18,5,12.2,13.81
eqnet,8,04/11/2023,11:15:18,6,12.09,13.6
eqnet,8,04/11/2023,11:15:18,7,13.35,15.84
eqnet,8,04/11/2023,11:15:18,8,13.33,15.71
eqnet,8,04/11/2023,11:15:18,9,,16.84
eqnet,8,04/11/2023,11:15:18,10,,16.74
eqnet,217,07/11/2023,03:02:05,1,12.81,15.0
eqnet,217,07/11/2023,03:02:05,2,12.81,14.87
eqnet,217,07/11/2023,03:02:05,3,,
eqnet,217,07/11/2023,03:02:05,4,,
eqnet,217,07/11/2023,03:02:05,5,,
eqnet,217,07/11/2023,03:02:05,6,14.31,
eqnet,217,07/11/2023,03:02:05,7,12.29,14.19
eqnet,217,07/11/2023,03:02:05,8,12.29,14.01
eqnet,217,07/11/2023,03:02:05,9,,
eqnet,217,07/11/2023,03:02:05,10,,14.27
eqnet,102,08/11/2023,02:59:38,1,13.09,15.26
eqnet,102,08/11/2023,02:59:38,2,13.03,15.17
eqnet,102,08/11/2023,02:59:38,3,,
eqnet,102,08/11/2023,02:59:38,4,,
eqnet,102,08/11/2023,02:59:38,5,,
eqnet,102,08/11/2023,02:59:38,6,,
eqnet,102,08/11/2023,02:59:38,7,12.55,14.41
eqnet,102,08/11/2023,02:59:38,8,12.48,14.25
eqnet,102,08/11/2023,02:59:38,9,,
eqnet,102,08/11/2023,02:59:38,10,,14.62
eqnet,107,08/11/2023,10:09:47,1,14.77,18.23
eqnet,107,08/11/2023,10:09:47,2,14.72,18.11
eqnet,107,08/11/2023,10:09:47,3,,
eqnet,107,08/11/2023,10:09:47,4,,
eqnet,107,08/11/2023,10:09:47,5,11.76,13.09
eqnet,107,08/11/2023,10:09:47,6,11.67,12.89
eqnet,107,08/11/2023,10:09:47,7,13.03,15.27
eqnet,107,08/11/2023,10:09:47,8,12.95,15.15
eqnet,107,08/11/2023,10:09:47,9,,
eqnet,107,08/11/2023,10:09:47,10,,
eqnet,22,09/11/2023,01:30:03,1,13.2,15.39
eqnet,22,09/11/2023,01:30:03,2,13.19,15.33
eqnet,22,09/11/2023,01:30:03,3,,
eqnet,22,09/11/2023,01:30:03,4,,
eqnet,22,09/11/2023,01:30:03,5,,
eqnet,22,09/11/2023,01:30:03,6,14.51,
eqnet,22,09/11/2023,01:30:03,7,12.62,14.31
eqnet,22,09/11/2023,01:30:03,8,12.41,14.11
eqnet,22,09/11/2023,01:30:03,9,,
eqnet,22,09/11/2023,01:30:03,10,,
eqnet,135,09/11/2023,07:37:18,1,12.65,14.7
eqnet,135,09/11/2023,07:37:18,2,12.6,14.68
eqnet,135,09/11/2023,07:37:18,3,,
eqnet,135,09/11/2023,07:37:18,4,,
eqnet,135,09/11/2023,07:37:18,5,,
eqnet,135,09/11/2023,07:37:18,6,,
eqnet,135,09/11/2023,07:37:18,7,12.14,13.93
eqnet,135,09/11/2023,07:37:18,8,12.02,13.76
eqnet,135,09/11/2023,07:37:18,9,,
eqnet,135,09/11/2023,07:37:18,10,12.24,14.01
eqnet,156,10/11/2023,03:02:54,1,12.74,14.93
eqnet,156,10/11/2023,03:02:54,2,12.75,14.85
eqnet,156,10/11/2023,03:02:54,3,,
eqnet,156,10/11/2023,03:02:54,4,,
eqnet,156,10/11/2023,03:02:54,5,,
eqnet,156,10/11/2023,03:02:54,6,,
eqnet,156,10/11/2023,03:02:54,7,12.3,14.09
eqnet,156,10/11/2023,03:02:54,8,12.32,14.01
eqnet,156,10/11/2023,03:02:54,9,,
eqnet,156,10/11/2023,03:02:54,10,,14.28
eqnet,50,10/11/2023,14:40:07,1,12.25,13.85
eqnet,50,10/11/2023,14:40:07,2,12.18,13.73
eqnet,50,10/11/2023,14:40:07,3,,
eqnet,50,10/11/2023,14:40:07,4,,
eqnet,50,10/11/2023,14:40:07,5,13.77,16.55
eqnet,50,10/11/2023,14:40:07,6,13.69,16.43
eqnet,50,10/11/2023,14:40:07,7,,14.08
eqnet,50,10/11/2023,14:40:07,8,10.93,13.97
